profile,method,player,subject,exact_shapley,midpoint,radius,efficient_lower,efficient_upper,oracle_bernstein_radius,radius_to_oracle_ratio
8,oracle_bernstein,2,4,0.00015710008297364482,0.00015709998593838037,1.0180230812405728e-10,0.00015709988413607225,0.0001571000877406885,1.0180230812405728e-10,1.0
8,oracle_bernstein,3,6,0.0011131574219986474,0.0011131573137603823,1.112125584807801e-10,0.0011131572025478238,0.0011131574249729408,1.112125584807801e-10,1.0
8,oracle_bernstein,4,7,0.0007714349456147224,0.0007714347966230051,1.5191222434051372e-10,0.0007714346447107807,0.0007714349485352294,1.5191222434051372e-10,1.0
8,oracle_bernstein,5,8,0.0004365857536464922,0.0004365858940162948,1.4331154861334756e-10,0.00043658575070474616,0.0004365860373278434,1.4331154861334756e-10,1.0
8,oracle_bernstein,6,9,0.0005484134337571696,0.0005484131339372755,3.0201459931443984e-10,0.0005484128319226762,0.0005484134359518748,3.0201459931443984e-10,1.0
8,oracle_bernstein,7,10,0.00020869930311274022,0.00020869934472744767,4.613424537198576e-11,0.0002086992985932023,0.00020869939086169304,4.613424537198576e-11,1.0
9,authorized_public_clip,0,1,0.0019253822244629714,0.0019253809724721904,4.891154827698069e-06,0.0019204898176444923,0.0019302721272998885,1.4813176249183497e-09,3301.894708751386
9,authorized_public_clip,1,2,0.00206447577078785,0.002064476743193877,4.926551999592986e-06,0.002059550191194284,0.00206940329519347,1.2273042960289735e-09,4014.1243011477923
9,authorized_public_clip,2,3,0.0012568920069799992,0.0012568903687359967,4.910850281944654e-06,0.0012519795184540521,0.0012618012190179413,1.840499494350603e-09,2668.216045165166
9,authorized_public_clip,3,4,0.0014882520179207905,0.0014882506412541296,4.905933542469923e-06,0.0014833447077116598,0.0014931565747965995,1.5998896659929213e-09,3066.4199205419636
9,authorized_public_clip,4,5,0.002080498310275733,0.0020804995494287937,4.768343550577858e-06,0.002075731205878216,0.0020852678929793715,1.4699348783212096e-09,3243.9148297669562
9,authorized_public_clip,5,8,0.0015646537426426382,0.0015646564504030458,4.70634966365678e-06,0.001559950100739389,0.0015693628000667025,2.846658206253175e-09,1653.2893388178716
9,authorized_public_clip,6,9,0.0016621931020854145,0.0016621920530122125,4.809604477260445e-06,0.001657382448534952,0.001667001657489473,1.1960144364367529e-09,4021.3598855792616
9,authorized_public_clip,7,10,0.0010345960823259248,0.0010345943161544913,4.742008849268137e-06,0.001029852307305223,0.0010393363250037594,1.8957004492687803e-09,2501.454726719746
9,oracle_bernstein,0,1,0.0019253822244629714,0.0019253809724721904,1.4813176249183497e-09,0.0019253794911545654,0.0019253824537898154,1.4813176249183497e-09,1.0
9,oracle_bernstein,1,2,0.00206447577078785,0.002064476743193877,1.2273042960289735e-09,0.002064475515889581,0.002064477970498173,1.2273042960289735e-09,1.0
9,oracle_bernstein,2,3,0.0012568920069799992,0.0012568903687359967,1.840499494350603e-09,0.0012568885282365023,0.001256892209235491,1.840499494350603e-09,1.0
9,oracle_bernstein,3,4,0.0014882520179207905,0.0014882506412541296,1.5998896659929213e-09,0.0014882490413644636,0.0014882522411437957,1.5998896659929213e-09,1.0
9,oracle_bernstein,4,5,0.002080498310275733,0.0020804995494287937,1.4699348783212096e-09,0.0020804980794939154,0.002080501019363672,1.4699348783212096e-09,1.0
9,oracle_bernstein,5,8,0.0015646537426426382,0.0015646564504030458,2.846658206253175e-09,0.0015646536037448395,0.001564659297061252,2.846658206253175e-09,1.0
9,oracle_bernstein,6,9,0.0016621931020854145,0.0016621920530122125,1.1960144364367529e-09,0.0016621908569977762,0.0016621932490266489,1.1960144364367529e-09,1.0
9,oracle_bernstein,7,10,0.0010345960823259248,0.0010345943161544913,1.8957004492687803e-09,0.001034592420454042,0.0010345962118549405,1.8957004492687803e-09,1.0
10,authorized_public_clip,0,1,0.0019196306157341057,0.0019196302973767398,4.90466083534058e-06,0.0019147256365413992,0.0019245349582120805,3.372102975221601e-10,14544.81334461106
10,authorized_public_clip,1,2,0.0011994478375183725,0.0011994470761449438,4.940101918087982e-06,0.0011945069742268558,0.0012043871780630319,7.728431606382579e-10,6392.114428505991
10,authorized_public_clip,2,3,0.0023556009342208194,0.002355600632311994,4.924380846792406e-06,0.0023506762514652014,0.002360525013158786,3.2082681036263497e-10,15349.031588807402
