seed,epsilon,method,player,subject,exact_shapley,midpoint,radius,efficient_lower,efficient_upper,oracle_bernstein_radius,radius_to_oracle_ratio
8503,0.25,oracle_bernstein,0,16,0.000194163610927231,0.00019416365457103346,4.364509574482883e-11,0.0001941636109259377,0.00019416365818997758,4.364509574482883e-11,1.0
8503,0.25,oracle_bernstein,1,21,0.0002589021373824424,0.0002589021841272743,4.6897505197698475e-11,0.0002589021372297691,0.000258902184493809,4.6897505197698475e-11,1.0
8503,0.25,oracle_bernstein,2,25,9.00287642508888e-05,9.002874427938012e-05,2.0185243165743967e-11,9.002872409413696e-05,9.002876446462329e-05,2.0185243165743967e-11,1.0
8503,0.25,oracle_bernstein,3,8,0.00013159329407537204,0.0001315933259936064,3.206300120213036e-11,0.0001315932939306052,0.00013159334119464518,3.206300120213036e-11,1.0
8503,0.25,oracle_bernstein,4,7,0.00016630719423075743,0.00016630724667521246,5.247422946525895e-11,0.000166307194200983,0.00016630724146502298,5.247422946525895e-11,1.0
8503,0.25,oracle_bernstein,5,29,0.00018629172019796514,0.00018629174997331077,2.984138941870419e-11,0.00018629172013192135,0.00018629176739596133,2.984138941870419e-11,1.0
8503,0.25,oracle_bernstein,6,3,0.0002339336220632897,0.00023393368462581998,6.265293919219315e-11,0.0002339336219728808,0.00023393366923692063,6.265293919219315e-11,1.0
8503,0.25,oracle_bernstein,7,22,0.00014023549573824812,0.00014023549244529532,3.3293746129579117e-12,0.0001402354891159207,0.00014023549577466994,3.3293746129579117e-12,1.0
8503,0.5,authorized_public_clip,0,16,0.00038724513681763305,0.0003872454864981556,5.002237487190517e-06,0.0003822432490109651,0.0003922477239853461,3.4969234995085e-10,14304.680922798545
8503,0.5,authorized_public_clip,1,21,0.0005173899502460368,0.0005173903229117593,5.387489861821126e-06,0.0005120028330499382,0.0005227778127735805,3.75096029111113e-10,14362.96159836236
8503,0.5,authorized_public_clip,2,25,0.0001795897371026982,0.00017958957545421983,5.39628551586104e-06,0.00017419328993835878,0.00018498586097008088,1.6504777254521505e-10,32695.294414729047
8503,0.5,authorized_public_clip,3,8,0.00026255106428109496,0.00026255131929769915,4.1203143860903035e-06,0.0002584310049116088,0.0002666716336837895,2.573210726570709e-10,16012.347312034577
8503,0.5,authorized_public_clip,4,7,0.00033185906329507247,0.00033185948316466485,4.416148007793236e-06,0.0003274433351568716,0.0003362756311724581,4.203324363238065e-10,10506.322201580515
8503,0.5,authorized_public_clip,5,29,0.0003715251875346035,0.00037152542612461925,4.787590262106541e-06,0.00036673783586251273,0.00037631301638672577,2.3963825448439283e-10,19978.405669860807
8503,0.5,authorized_public_clip,6,3,0.0004670923688050495,0.0004670928691670184,4.757608168523223e-06,0.0004623352609984952,0.00047185047733554165,5.01797104668273e-10,9481.139138234712
8503,0.5,authorized_public_clip,7,22,0.00028002333966905743,0.0002800233133468111,4.553246713505099e-06,0.00027547006663330596,0.0002845765600603162,2.6898909825388906e-11,169272.5371794605
8503,0.5,oracle_bernstein,0,16,0.00038724513681763305,0.0003872454864981556,3.4969234995085e-10,0.00038724513680580565,0.00038724552441603364,3.4969234995085e-10,1.0
8503,0.5,oracle_bernstein,1,21,0.0005173899502460368,0.0005173903229117593,3.75096029111113e-10,0.0005173899478157302,0.0005173903354259582,3.75096029111113e-10,1.0
8503,0.5,oracle_bernstein,2,25,0.0001795897371026982,0.00017958957545421983,1.6504777254521505e-10,0.0001795894104064473,0.00017958974050199237,1.6504777254521505e-10,1.0
8503,0.5,oracle_bernstein,3,8,0.00026255106428109496,0.00026255131929769915,2.573210726570709e-10,0.0002625510619766265,0.0002625514495868545,2.573210726570709e-10,1.0
8503,0.5,oracle_bernstein,4,7,0.00033185906329507247,0.00033185948316466485,4.203324363238065e-10,0.0003318590628322285,0.00033185945044245666,4.203324363238065e-10,1.0
8503,0.5,oracle_bernstein,5,29,0.0003715251875346035,0.00037152542612461925,2.3963825448439283e-10,0.00037152518648636475,0.0003715255740965929,2.3963825448439283e-10,1.0
8503,0.5,oracle_bernstein,6,3,0.0004670923688050495,0.0004670928691670184,5.01797104668273e-10,0.00046709236736991374,0.0004670927549801419,5.01797104668273e-10,1.0
8503,0.5,oracle_bernstein,7,22,0.00028002333966905743,0.0002800233133468111,2.6898909825388906e-11,0.00028002328644790127,0.0002800233402457209,2.6898909825388906e-11,1.0
8503,1.0,authorized_public_clip,0,16,0.000770172106157299,0.0007701749118570467,4.001789989752413e-05,0.0007301570119595225,0.0008101928117545708,2.80604249175782e-09,14261.330687282387
8503,1.0,authorized_public_clip,1,21,0.0010331316806254695,0.0010331346410946685,4.3099918894569005e-05,0.0009900347222000995,0.0010762345599892374,2.999463215639663e-09,14369.210687378792
8503,1.0,authorized_public_clip,2,25,0.00035731248897209034,0.00035731116590198564,4.317028412688832e-05,0.0003141408817750973,0.000400481450028874,1.3771550204506515e-09,31347.439820363543
